generated_at_utc,recent_window_bj_start,recent_window_bj_end,recent_bind_success_unique_customers,recent_canceled_after_bind_unique_customers,recent_active,recent_canceled,recent_past_due,recent_trialing,cohort_day_utc,cohort_bind_success_unique_customers,cohort_active_customers,cohort_canceled_customers,cohort_past_due_customers,cohort_payment_success_rate,cohort_cancel_rate,cohort_past_due_rate,cash_day_utc,total_succeeded_charge_count,total_succeeded_charge_customers,total_succeeded_charge_net_usd,cohort_succeeded_charge_customers,cohort_succeeded_charge_net_usd
2026-05-24T17:48:11.794424+00:00,2026-05-15T00:00:00+08:00,2026-05-25T00:29:48+08:00,1508,134,22,132,399,955,2026-05-19,57,1,6,50,0.0175,0.1053,0.8772,2026-05-22,3,3,50.0,1,20.0
