date,cohort,dimension,value,users,share
2026-05-18,returning,region,Mexico,1,0.006211180124223602
2026-05-18,returning,region,Unknown,1,0.006211180124223602
2026-05-18,returning,region,South Africa,1,0.006211180124223602
2026-05-18,returning,region,Ghana,1,0.006211180124223602
2026-05-18,returning,region,Iraq,1,0.006211180124223602
2026-05-18,returning,region,South Korea,1,0.006211180124223602
2026-05-18,returning,region,Trinidad and Tobago,1,0.006211180124223602
2026-05-18,returning,region,Australia,1,0.006211180124223602
2026-05-18,returning,region,Kyrgyzstan,1,0.006211180124223602
2026-05-18,returning,region,Colombia,1,0.006211180124223602
2026-05-18,returning,region,United Arab Emirates,1,0.006211180124223602
2026-05-18,returning,region,Sri Lanka,1,0.006211180124223602
2026-05-18,returning,region,Armenia,1,0.006211180124223602
2026-05-18,returning,region,Japan,1,0.006211180124223602
2026-05-18,returning,region,Kazakhstan,1,0.006211180124223602
2026-05-18,returning,region,Ukraine,1,0.006211180124223602
2026-05-18,returning,region,Congo (DRC),1,0.006211180124223602
2026-05-18,returning,region,Hong Kong,1,0.006211180124223602
2026-05-18,returning,region,Nepal,1,0.006211180124223602
2026-05-18,returning,region,Kenya,1,0.006211180124223602
2026-05-19,dau,channel,Direct,357,0.7933333333333333
2026-05-19,dau,channel,Google Ads,53,0.11777777777777777
2026-05-19,dau,channel,SEO / Organic Search,23,0.051111111111111114
2026-05-19,dau,channel,Referral,13,0.028888888888888888
2026-05-19,dau,channel,Organic Social,3,0.006666666666666667
2026-05-19,dau,channel,Meta Ads,1,0.0022222222222222222
2026-05-19,dau,interface,Web App,450,1.0
2026-05-19,dau,region,Pakistan,57,0.12666666666666668
2026-05-19,dau,region,Indonesia,55,0.12222222222222222
2026-05-19,dau,region,India,54,0.12
2026-05-19,dau,region,United States,44,0.09777777777777778
2026-05-19,dau,region,Bangladesh,30,0.06666666666666667
2026-05-19,dau,region,Brazil,22,0.04888888888888889
2026-05-19,dau,region,Singapore,22,0.04888888888888889
2026-05-19,dau,region,Morocco,16,0.035555555555555556
2026-05-19,dau,region,United Kingdom,14,0.03111111111111111
2026-05-19,dau,region,Algeria,13,0.028888888888888888
2026-05-19,dau,region,Vietnam,10,0.022222222222222223
2026-05-19,dau,region,France,9,0.02
2026-05-19,dau,region,Germany,7,0.015555555555555555
2026-05-19,dau,region,Australia,6,0.013333333333333334
2026-05-19,dau,region,Canada,6,0.013333333333333334
2026-05-19,dau,region,Senegal,5,0.011111111111111112
2026-05-19,dau,region,Nigeria,5,0.011111111111111112
2026-05-19,dau,region,Philippines,5,0.011111111111111112
2026-05-19,dau,region,Poland,4,0.008888888888888889
2026-05-19,dau,region,Tunisia,4,0.008888888888888889
2026-05-19,dau,region,The Netherlands,4,0.008888888888888889
2026-05-19,dau,region,Malaysia,4,0.008888888888888889
2026-05-19,dau,region,Ecuador,3,0.006666666666666667
2026-05-19,dau,region,Japan,3,0.006666666666666667
2026-05-19,dau,region,Ghana,3,0.006666666666666667
2026-05-19,dau,region,Libya,2,0.0044444444444444444
2026-05-19,dau,region,Sweden,2,0.0044444444444444444
2026-05-19,dau,region,Sri Lanka,2,0.0044444444444444444
2026-05-19,dau,region,Thailand,2,0.0044444444444444444
2026-05-19,dau,region,Russia,2,0.0044444444444444444
2026-05-19,dau,region,Iraq,2,0.0044444444444444444
2026-05-19,dau,region,Latvia,2,0.0044444444444444444
2026-05-19,dau,region,Nepal,2,0.0044444444444444444
2026-05-19,dau,region,Ethiopia,2,0.0044444444444444444
2026-05-19,dau,region,Türkiye,2,0.0044444444444444444
2026-05-19,dau,region,Gambia,2,0.0044444444444444444
2026-05-19,dau,region,Kyrgyzstan,1,0.0022222222222222222
2026-05-19,dau,region,Uruguay,1,0.0022222222222222222
2026-05-19,dau,region,South Korea,1,0.0022222222222222222
2026-05-19,dau,region,Kenya,1,0.0022222222222222222
2026-05-19,dau,region,South Africa,1,0.0022222222222222222
2026-05-19,dau,region,Belarus,1,0.0022222222222222222
2026-05-19,dau,region,Colombia,1,0.0022222222222222222
2026-05-19,dau,region,Jordan,1,0.0022222222222222222
2026-05-19,dau,region,Unknown,1,0.0022222222222222222
2026-05-19,dau,region,Ivory Coast,1,0.0022222222222222222
2026-05-19,dau,region,China,1,0.0022222222222222222
2026-05-19,dau,region,Portugal,1,0.0022222222222222222
2026-05-19,dau,region,Spain,1,0.0022222222222222222
2026-05-19,dau,region,Saudi Arabia,1,0.0022222222222222222
2026-05-19,dau,region,Mauritania,1,0.0022222222222222222
2026-05-19,dau,region,Kazakhstan,1,0.0022222222222222222
2026-05-19,dau,region,Kosovo,1,0.0022222222222222222
2026-05-19,dau,region,Austria,1,0.0022222222222222222
2026-05-19,dau,region,Egypt,1,0.0022222222222222222
2026-05-19,dau,region,Taiwan,1,0.0022222222222222222
2026-05-19,dau,region,Mongolia,1,0.0022222222222222222
2026-05-19,dau,region,Jamaica,1,0.0022222222222222222
2026-05-19,dau,region,United Arab Emirates,1,0.0022222222222222222
2026-05-19,new,channel,Direct,220,0.7773851590106007
2026-05-19,new,channel,Google Ads,45,0.15901060070671377
2026-05-19,new,channel,SEO / Organic Search,12,0.04240282685512368
2026-05-19,new,channel,Referral,3,0.01060070671378092
2026-05-19,new,channel,Organic Social,2,0.007067137809187279
2026-05-19,new,channel,Meta Ads,1,0.0035335689045936395
2026-05-19,new,interface,Web App,283,1.0
2026-05-19,new,region,India,38,0.13427561837455831
2026-05-19,new,region,Indonesia,35,0.12367491166077739
2026-05-19,new,region,Pakistan,34,0.12014134275618374
2026-05-19,new,region,United States,30,0.10600706713780919
2026-05-19,new,region,Bangladesh,23,0.0812720848056537
2026-05-19,new,region,Brazil,14,0.04946996466431095
2026-05-19,new,region,Morocco,11,0.038869257950530034
2026-05-19,new,region,Algeria,9,0.03180212014134275
2026-05-19,new,region,Vietnam,7,0.024734982332155476
2026-05-19,new,region,United Kingdom,6,0.02120141342756184
2026-05-19,new,region,Singapore,5,0.0176678445229682
2026-05-19,new,region,Canada,5,0.0176678445229682
2026-05-19,new,region,Australia,4,0.014134275618374558
2026-05-19,new,region,Germany,4,0.014134275618374558
2026-05-19,new,region,Philippines,4,0.014134275618374558
2026-05-19,new,region,Tunisia,3,0.01060070671378092
2026-05-19,new,region,France,3,0.01060070671378092
2026-05-19,new,region,The Netherlands,3,0.01060070671378092
2026-05-19,new,region,Senegal,3,0.01060070671378092
2026-05-19,new,region,Malaysia,3,0.01060070671378092
2026-05-19,new,region,Libya,2,0.007067137809187279
2026-05-19,new,region,Ecuador,2,0.007067137809187279
2026-05-19,new,region,Thailand,2,0.007067137809187279
2026-05-19,new,region,Nigeria,2,0.007067137809187279
2026-05-19,new,region,Ghana,2,0.007067137809187279
2026-05-19,new,region,Nepal,2,0.007067137809187279
2026-05-19,new,region,Japan,2,0.007067137809187279
2026-05-19,new,region,Kyrgyzstan,1,0.0035335689045936395
2026-05-19,new,region,Uruguay,1,0.0035335689045936395
2026-05-19,new,region,Kenya,1,0.0035335689045936395
2026-05-19,new,region,South Africa,1,0.0035335689045936395
2026-05-19,new,region,Colombia,1,0.0035335689045936395
2026-05-19,new,region,Poland,1,0.0035335689045936395
2026-05-19,new,region,Jordan,1,0.0035335689045936395
2026-05-19,new,region,Unknown,1,0.0035335689045936395
2026-05-19,new,region,Sri Lanka,1,0.0035335689045936395
2026-05-19,new,region,Ivory Coast,1,0.0035335689045936395
2026-05-19,new,region,Portugal,1,0.0035335689045936395
2026-05-19,new,region,Spain,1,0.0035335689045936395
2026-05-19,new,region,Saudi Arabia,1,0.0035335689045936395
2026-05-19,new,region,Latvia,1,0.0035335689045936395
2026-05-19,new,region,Mauritania,1,0.0035335689045936395
2026-05-19,new,region,Ethiopia,1,0.0035335689045936395
2026-05-19,new,region,Russia,1,0.0035335689045936395
2026-05-19,new,region,Türkiye,1,0.0035335689045936395
2026-05-19,new,region,Kazakhstan,1,0.0035335689045936395
2026-05-19,new,region,Egypt,1,0.0035335689045936395
2026-05-19,new,region,Taiwan,1,0.0035335689045936395
2026-05-19,new,region,Mongolia,1,0.0035335689045936395
2026-05-19,new,region,Jamaica,1,0.0035335689045936395
2026-05-19,new,region,United Arab Emirates,1,0.0035335689045936395
2026-05-19,new,region,Gambia,1,0.0035335689045936395
2026-05-19,returning,channel,Direct,137,0.8203592814371258
2026-05-19,returning,channel,SEO / Organic Search,11,0.0658682634730539
2026-05-19,returning,channel,Referral,10,0.059880239520958084
2026-05-19,returning,channel,Google Ads,8,0.04790419161676647
2026-05-19,returning,channel,Organic Social,1,0.005988023952095809
2026-05-19,returning,interface,Web App,167,1.0
2026-05-19,returning,region,Pakistan,23,0.1377245508982036
2026-05-19,returning,region,Indonesia,20,0.11976047904191617
2026-05-19,returning,region,Singapore,17,0.10179640718562874
2026-05-19,returning,region,India,16,0.09580838323353294
2026-05-19,returning,region,United States,14,0.08383233532934131
2026-05-19,returning,region,Brazil,8,0.04790419161676647
2026-05-19,returning,region,United Kingdom,8,0.04790419161676647
2026-05-19,returning,region,Bangladesh,7,0.041916167664670656
2026-05-19,returning,region,France,6,0.03592814371257485
2026-05-19,returning,region,Morocco,5,0.029940119760479042
2026-05-19,returning,region,Algeria,4,0.023952095808383235
2026-05-19,returning,region,Poland,3,0.017964071856287425
2026-05-19,returning,region,Vietnam,3,0.017964071856287425
2026-05-19,returning,region,Germany,3,0.017964071856287425
2026-05-19,returning,region,Nigeria,3,0.017964071856287425
2026-05-19,returning,region,Australia,2,0.011976047904191617
2026-05-19,returning,region,Sweden,2,0.011976047904191617
2026-05-19,returning,region,Senegal,2,0.011976047904191617
2026-05-19,returning,region,Iraq,2,0.011976047904191617
2026-05-19,returning,region,South Korea,1,0.005988023952095809
2026-05-19,returning,region,Tunisia,1,0.005988023952095809
2026-05-19,returning,region,Sri Lanka,1,0.005988023952095809
2026-05-19,returning,region,Japan,1,0.005988023952095809
2026-05-19,returning,region,Ecuador,1,0.005988023952095809
2026-05-19,returning,region,Canada,1,0.005988023952095809
2026-05-19,returning,region,Belarus,1,0.005988023952095809
2026-05-19,returning,region,Ghana,1,0.005988023952095809
2026-05-19,returning,region,Russia,1,0.005988023952095809
2026-05-19,returning,region,China,1,0.005988023952095809
2026-05-19,returning,region,The Netherlands,1,0.005988023952095809
2026-05-19,returning,region,Kosovo,1,0.005988023952095809
2026-05-19,returning,region,Austria,1,0.005988023952095809
2026-05-19,returning,region,Latvia,1,0.005988023952095809
2026-05-19,returning,region,Malaysia,1,0.005988023952095809
2026-05-19,returning,region,Philippines,1,0.005988023952095809
2026-05-19,returning,region,Türkiye,1,0.005988023952095809
2026-05-19,returning,region,Gambia,1,0.005988023952095809
2026-05-19,returning,region,Ethiopia,1,0.005988023952095809
2026-05-20,dau,channel,Direct,230,0.8984375
2026-05-20,dau,channel,Google Ads,15,0.05859375
2026-05-20,dau,channel,SEO / Organic Search,8,0.03125
2026-05-20,dau,channel,Referral,2,0.0078125
2026-05-20,dau,channel,Organic Social,1,0.00390625
2026-05-20,dau,interface,Web App,256,1.0
2026-05-20,dau,region,United States,32,0.125
2026-05-20,dau,region,India,31,0.12109375
2026-05-20,dau,region,Indonesia,28,0.109375
2026-05-20,dau,region,Pakistan,19,0.07421875
2026-05-20,dau,region,Brazil,14,0.0546875
2026-05-20,dau,region,Bangladesh,12,0.046875
2026-05-20,dau,region,Singapore,11,0.04296875
2026-05-20,dau,region,Türkiye,11,0.04296875
2026-05-20,dau,region,Germany,9,0.03515625
2026-05-20,dau,region,Morocco,8,0.03125
2026-05-20,dau,region,Russia,8,0.03125
2026-05-20,dau,region,Nigeria,7,0.02734375
2026-05-20,dau,region,The Netherlands,5,0.01953125
2026-05-20,dau,region,Lithuania,4,0.015625
2026-05-20,dau,region,Ukraine,4,0.015625
2026-05-20,dau,region,United Kingdom,3,0.01171875
2026-05-20,dau,region,South Korea,3,0.01171875
2026-05-20,dau,region,Australia,3,0.01171875
2026-05-20,dau,region,Poland,3,0.01171875
2026-05-20,dau,region,Kazakhstan,3,0.01171875
2026-05-20,dau,region,Algeria,3,0.01171875
2026-05-20,dau,region,Egypt,2,0.0078125
2026-05-20,dau,region,Hong Kong,2,0.0078125
2026-05-20,dau,region,Ghana,2,0.0078125
2026-05-20,dau,region,Latvia,2,0.0078125
2026-05-20,dau,region,Philippines,2,0.0078125
2026-05-20,dau,region,Finland,2,0.0078125
2026-05-20,dau,region,Canada,2,0.0078125
2026-05-20,dau,region,France,2,0.0078125
2026-05-20,dau,region,Romania,1,0.00390625
2026-05-20,dau,region,Sweden,1,0.00390625
2026-05-20,dau,region,Trinidad and Tobago,1,0.00390625
2026-05-20,dau,region,Vietnam,1,0.00390625
2026-05-20,dau,region,Armenia,1,0.00390625
2026-05-20,dau,region,Tunisia,1,0.00390625
2026-05-20,dau,region,United Arab Emirates,1,0.00390625
2026-05-20,dau,region,Kyrgyzstan,1,0.00390625
2026-05-20,dau,region,Peru,1,0.00390625
2026-05-20,dau,region,Denmark,1,0.00390625
2026-05-20,dau,region,Ecuador,1,0.00390625
2026-05-20,dau,region,Slovenia,1,0.00390625
2026-05-20,dau,region,Jamaica,1,0.00390625
2026-05-20,dau,region,Ethiopia,1,0.00390625
2026-05-20,dau,region,Iraq,1,0.00390625
2026-05-20,dau,region,Colombia,1,0.00390625
2026-05-20,dau,region,Myanmar,1,0.00390625
2026-05-20,dau,region,Senegal,1,0.00390625
2026-05-20,dau,region,Cambodia,1,0.00390625
2026-05-20,new,channel,Direct,104,0.9122807017543859
2026-05-20,new,channel,Google Ads,8,0.07017543859649122
2026-05-20,new,channel,SEO / Organic Search,2,0.017543859649122806
2026-05-20,new,interface,Web App,114,1.0
2026-05-20,new,region,United States,20,0.17543859649122806
2026-05-20,new,region,Brazil,9,0.07894736842105263
2026-05-20,new,region,Indonesia,8,0.07017543859649122
2026-05-20,new,region,Russia,8,0.07017543859649122
2026-05-20,new,region,Türkiye,8,0.07017543859649122
2026-05-20,new,region,India,8,0.07017543859649122
2026-05-20,new,region,Germany,6,0.05263157894736842
2026-05-20,new,region,Bangladesh,6,0.05263157894736842
2026-05-20,new,region,Ukraine,4,0.03508771929824561
2026-05-20,new,region,Lithuania,3,0.02631578947368421
2026-05-20,new,region,The Netherlands,3,0.02631578947368421
2026-05-20,new,region,United Kingdom,2,0.017543859649122806
2026-05-20,new,region,South Korea,2,0.017543859649122806
2026-05-20,new,region,Pakistan,2,0.017543859649122806
2026-05-20,new,region,Latvia,2,0.017543859649122806
2026-05-20,new,region,Kazakhstan,2,0.017543859649122806
2026-05-20,new,region,Finland,2,0.017543859649122806
2026-05-20,new,region,Canada,2,0.017543859649122806
2026-05-20,new,region,Singapore,2,0.017543859649122806
2026-05-20,new,region,Poland,2,0.017543859649122806
2026-05-20,new,region,Vietnam,1,0.008771929824561403
2026-05-20,new,region,Armenia,1,0.008771929824561403
2026-05-20,new,region,Tunisia,1,0.008771929824561403
2026-05-20,new,region,United Arab Emirates,1,0.008771929824561403
2026-05-20,new,region,Australia,1,0.008771929824561403
2026-05-20,new,region,Kyrgyzstan,1,0.008771929824561403
2026-05-20,new,region,Nigeria,1,0.008771929824561403
2026-05-20,new,region,Denmark,1,0.008771929824561403
2026-05-20,new,region,Slovenia,1,0.008771929824561403
2026-05-20,new,region,Algeria,1,0.008771929824561403
2026-05-20,new,region,Iraq,1,0.008771929824561403
2026-05-20,new,region,Cambodia,1,0.008771929824561403
2026-05-20,new,region,Morocco,1,0.008771929824561403
2026-05-20,returning,channel,Direct,126,0.8873239436619719
2026-05-20,returning,channel,Google Ads,7,0.04929577464788732
2026-05-20,returning,channel,SEO / Organic Search,6,0.04225352112676056
2026-05-20,returning,channel,Referral,2,0.014084507042253521
2026-05-20,returning,channel,Organic Social,1,0.007042253521126761
2026-05-20,returning,interface,Web App,142,1.0
2026-05-20,returning,region,India,23,0.1619718309859155
2026-05-20,returning,region,Indonesia,20,0.14084507042253522
2026-05-20,returning,region,Pakistan,17,0.11971830985915492
2026-05-20,returning,region,United States,12,0.08450704225352113
2026-05-20,returning,region,Singapore,9,0.06338028169014084
2026-05-20,returning,region,Morocco,7,0.04929577464788732
2026-05-20,returning,region,Nigeria,6,0.04225352112676056
2026-05-20,returning,region,Bangladesh,6,0.04225352112676056
2026-05-20,returning,region,Brazil,5,0.035211267605633804
2026-05-20,returning,region,Germany,3,0.02112676056338028
2026-05-20,returning,region,Türkiye,3,0.02112676056338028
2026-05-20,returning,region,Egypt,2,0.014084507042253521
2026-05-20,returning,region,Hong Kong,2,0.014084507042253521
2026-05-20,returning,region,Australia,2,0.014084507042253521
2026-05-20,returning,region,The Netherlands,2,0.014084507042253521
2026-05-20,returning,region,Ghana,2,0.014084507042253521
2026-05-20,returning,region,Philippines,2,0.014084507042253521
2026-05-20,returning,region,Algeria,2,0.014084507042253521
2026-05-20,returning,region,France,2,0.014084507042253521
2026-05-20,returning,region,United Kingdom,1,0.007042253521126761
2026-05-20,returning,region,Romania,1,0.007042253521126761
2026-05-20,returning,region,Sweden,1,0.007042253521126761
2026-05-20,returning,region,Trinidad and Tobago,1,0.007042253521126761
2026-05-20,returning,region,Poland,1,0.007042253521126761
2026-05-20,returning,region,Peru,1,0.007042253521126761
2026-05-20,returning,region,Lithuania,1,0.007042253521126761
2026-05-20,returning,region,South Korea,1,0.007042253521126761
2026-05-20,returning,region,Ecuador,1,0.007042253521126761
2026-05-20,returning,region,Jamaica,1,0.007042253521126761
2026-05-20,returning,region,Ethiopia,1,0.007042253521126761
2026-05-20,returning,region,Colombia,1,0.007042253521126761
2026-05-20,returning,region,Myanmar,1,0.007042253521126761
2026-05-20,returning,region,Senegal,1,0.007042253521126761
2026-05-20,returning,region,Kazakhstan,1,0.007042253521126761
2026-05-21,dau,channel,Direct,206,0.9196428571428571
2026-05-21,dau,channel,Google Ads,8,0.03571428571428571
2026-05-21,dau,channel,SEO / Organic Search,6,0.026785714285714284
2026-05-21,dau,channel,Referral,4,0.017857142857142856
2026-05-21,dau,interface,Web App,224,1.0
2026-05-21,dau,region,United States,30,0.13392857142857142
2026-05-21,dau,region,India,26,0.11607142857142858
2026-05-21,dau,region,Indonesia,20,0.08928571428571429
2026-05-21,dau,region,Singapore,16,0.07142857142857142
2026-05-21,dau,region,Germany,13,0.05803571428571429
2026-05-21,dau,region,Russia,12,0.05357142857142857
2026-05-21,dau,region,Pakistan,9,0.04017857142857143
2026-05-21,dau,region,Canada,9,0.04017857142857143
2026-05-21,dau,region,Vietnam,6,0.026785714285714284
2026-05-21,dau,region,United Kingdom,4,0.017857142857142856
2026-05-21,dau,region,Bangladesh,4,0.017857142857142856
2026-05-21,dau,region,Morocco,4,0.017857142857142856
2026-05-21,dau,region,France,4,0.017857142857142856
2026-05-21,dau,region,Poland,4,0.017857142857142856
2026-05-21,dau,region,The Netherlands,4,0.017857142857142856
2026-05-21,dau,region,Türkiye,4,0.017857142857142856
2026-05-21,dau,region,Latvia,4,0.017857142857142856
2026-05-21,dau,region,Malaysia,4,0.017857142857142856
2026-05-21,dau,region,Brazil,4,0.017857142857142856
2026-05-21,dau,region,Nigeria,4,0.017857142857142856
2026-05-21,dau,region,Mexico,3,0.013392857142857142
2026-05-21,dau,region,Sweden,3,0.013392857142857142
2026-05-21,dau,region,Armenia,3,0.013392857142857142
2026-05-21,dau,region,South Korea,3,0.013392857142857142
2026-05-21,dau,region,Algeria,2,0.008928571428571428
2026-05-21,dau,region,Philippines,2,0.008928571428571428
2026-05-21,dau,region,Ireland,2,0.008928571428571428
2026-05-21,dau,region,Egypt,2,0.008928571428571428
2026-05-21,dau,region,Senegal,2,0.008928571428571428
2026-05-21,dau,region,Ukraine,1,0.004464285714285714
2026-05-21,dau,region,Romania,1,0.004464285714285714
2026-05-21,dau,region,Kyrgyzstan,1,0.004464285714285714
2026-05-21,dau,region,Seychelles,1,0.004464285714285714
2026-05-21,dau,region,Ghana,1,0.004464285714285714
2026-05-21,dau,region,Tunisia,1,0.004464285714285714
2026-05-21,dau,region,Finland,1,0.004464285714285714
2026-05-21,dau,region,Lithuania,1,0.004464285714285714
2026-05-21,dau,region,Cameroon,1,0.004464285714285714
2026-05-21,dau,region,China,1,0.004464285714285714
2026-05-21,dau,region,Kenya,1,0.004464285714285714
2026-05-21,dau,region,Colombia,1,0.004464285714285714
2026-05-21,dau,region,Japan,1,0.004464285714285714
2026-05-21,dau,region,Botswana,1,0.004464285714285714
2026-05-21,dau,region,Australia,1,0.004464285714285714
2026-05-21,dau,region,Kazakhstan,1,0.004464285714285714
2026-05-21,dau,region,Norway,1,0.004464285714285714
2026-05-21,new,channel,Direct,99,0.9339622641509434
2026-05-21,new,channel,Google Ads,5,0.04716981132075472
2026-05-21,new,channel,SEO / Organic Search,2,0.018867924528301886
2026-05-21,new,interface,Web App,106,1.0
2026-05-21,new,region,United States,13,0.12264150943396226
2026-05-21,new,region,India,11,0.10377358490566038
2026-05-21,new,region,Germany,10,0.09433962264150944
2026-05-21,new,region,Russia,8,0.07547169811320754
2026-05-21,new,region,Indonesia,8,0.07547169811320754
2026-05-21,new,region,Singapore,6,0.05660377358490566
2026-05-21,new,region,Canada,5,0.04716981132075472
2026-05-21,new,region,The Netherlands,4,0.03773584905660377
2026-05-21,new,region,Poland,3,0.02830188679245283
2026-05-21,new,region,Latvia,3,0.02830188679245283
2026-05-21,new,region,Malaysia,3,0.02830188679245283
2026-05-21,new,region,Armenia,3,0.02830188679245283
2026-05-21,new,region,Türkiye,3,0.02830188679245283
2026-05-21,new,region,France,2,0.018867924528301886
2026-05-21,new,region,Mexico,2,0.018867924528301886
2026-05-21,new,region,Sweden,2,0.018867924528301886
2026-05-21,new,region,Ireland,2,0.018867924528301886
2026-05-21,new,region,South Korea,2,0.018867924528301886
2026-05-21,new,region,Vietnam,2,0.018867924528301886
2026-05-21,new,region,Nigeria,2,0.018867924528301886
2026-05-21,new,region,Senegal,2,0.018867924528301886
2026-05-21,new,region,Pakistan,1,0.009433962264150943
2026-05-21,new,region,Seychelles,1,0.009433962264150943
2026-05-21,new,region,Ghana,1,0.009433962264150943
2026-05-21,new,region,Finland,1,0.009433962264150943
2026-05-21,new,region,China,1,0.009433962264150943
2026-05-21,new,region,Egypt,1,0.009433962264150943
2026-05-21,new,region,United Kingdom,1,0.009433962264150943
2026-05-21,new,region,Japan,1,0.009433962264150943
2026-05-21,new,region,Norway,1,0.009433962264150943
2026-05-21,new,region,Bangladesh,1,0.009433962264150943
2026-05-21,returning,channel,Direct,107,0.9067796610169492
2026-05-21,returning,channel,Referral,4,0.03389830508474576
2026-05-21,returning,channel,SEO / Organic Search,4,0.03389830508474576
2026-05-21,returning,channel,Google Ads,3,0.025423728813559324
2026-05-21,returning,interface,Web App,118,1.0
2026-05-21,returning,region,United States,17,0.1440677966101695
2026-05-21,returning,region,India,15,0.1271186440677966
2026-05-21,returning,region,Indonesia,12,0.1016949152542373
2026-05-21,returning,region,Singapore,10,0.0847457627118644
2026-05-21,returning,region,Pakistan,8,0.06779661016949153
2026-05-21,returning,region,Morocco,4,0.03389830508474576
2026-05-21,returning,region,Vietnam,4,0.03389830508474576
2026-05-21,returning,region,Russia,4,0.03389830508474576
2026-05-21,returning,region,Brazil,4,0.03389830508474576
2026-05-21,returning,region,Canada,4,0.03389830508474576
2026-05-21,returning,region,United Kingdom,3,0.025423728813559324
2026-05-21,returning,region,Bangladesh,3,0.025423728813559324
2026-05-21,returning,region,Germany,3,0.025423728813559324
2026-05-21,returning,region,Algeria,2,0.01694915254237288
2026-05-21,returning,region,Philippines,2,0.01694915254237288
2026-05-21,returning,region,Nigeria,2,0.01694915254237288
2026-05-21,returning,region,France,2,0.01694915254237288
2026-05-21,returning,region,Ukraine,1,0.00847457627118644
2026-05-21,returning,region,Romania,1,0.00847457627118644
2026-05-21,returning,region,Kyrgyzstan,1,0.00847457627118644
2026-05-21,returning,region,Türkiye,1,0.00847457627118644
2026-05-21,returning,region,Mexico,1,0.00847457627118644
2026-05-21,returning,region,Latvia,1,0.00847457627118644
2026-05-21,returning,region,South Korea,1,0.00847457627118644
2026-05-21,returning,region,Tunisia,1,0.00847457627118644
2026-05-21,returning,region,Lithuania,1,0.00847457627118644
2026-05-21,returning,region,Cameroon,1,0.00847457627118644
2026-05-21,returning,region,Malaysia,1,0.00847457627118644
2026-05-21,returning,region,Kenya,1,0.00847457627118644
2026-05-21,returning,region,Colombia,1,0.00847457627118644
2026-05-21,returning,region,Sweden,1,0.00847457627118644
2026-05-21,returning,region,Botswana,1,0.00847457627118644
2026-05-21,returning,region,Egypt,1,0.00847457627118644
2026-05-21,returning,region,Australia,1,0.00847457627118644
2026-05-21,returning,region,Kazakhstan,1,0.00847457627118644
2026-05-21,returning,region,Poland,1,0.00847457627118644
2026-05-22,dau,channel,Direct,258,0.945054945054945
2026-05-22,dau,channel,Google Ads,9,0.03296703296703297
2026-05-22,dau,channel,SEO / Organic Search,4,0.014652014652014652
2026-05-22,dau,channel,Referral,2,0.007326007326007326
2026-05-22,dau,interface,Web App,273,1.0
2026-05-22,dau,region,United States,45,0.16483516483516483
2026-05-22,dau,region,India,28,0.10256410256410256
2026-05-22,dau,region,Pakistan,18,0.06593406593406594
2026-05-22,dau,region,Germany,15,0.054945054945054944
2026-05-22,dau,region,Russia,12,0.04395604395604396
2026-05-22,dau,region,Indonesia,12,0.04395604395604396
2026-05-22,dau,region,Poland,10,0.03663003663003663
2026-05-22,dau,region,Brazil,10,0.03663003663003663
2026-05-22,dau,region,United Kingdom,8,0.029304029304029304
2026-05-22,dau,region,Singapore,8,0.029304029304029304
2026-05-22,dau,region,The Netherlands,7,0.02564102564102564
2026-05-22,dau,region,Finland,7,0.02564102564102564
2026-05-22,dau,region,Vietnam,6,0.02197802197802198
2026-05-22,dau,region,Türkiye,5,0.018315018315018316
2026-05-22,dau,region,Ukraine,5,0.018315018315018316
2026-05-22,dau,region,South Korea,5,0.018315018315018316
2026-05-22,dau,region,Kazakhstan,5,0.018315018315018316
2026-05-22,dau,region,France,4,0.014652014652014652
2026-05-22,dau,region,Uzbekistan,4,0.014652014652014652
2026-05-22,dau,region,Belarus,4,0.014652014652014652
2026-05-22,dau,region,Sweden,3,0.01098901098901099
2026-05-22,dau,region,Iraq,3,0.01098901098901099
2026-05-22,dau,region,Armenia,3,0.01098901098901099
2026-05-22,dau,region,Ghana,3,0.01098901098901099
2026-05-22,dau,region,Nigeria,3,0.01098901098901099
2026-05-22,dau,region,Egypt,2,0.007326007326007326
2026-05-22,dau,region,Algeria,2,0.007326007326007326
2026-05-22,dau,region,Mexico,2,0.007326007326007326
2026-05-22,dau,region,Latvia,2,0.007326007326007326
2026-05-22,dau,region,Bangladesh,2,0.007326007326007326
2026-05-22,dau,region,Slovenia,2,0.007326007326007326
2026-05-22,dau,region,Morocco,2,0.007326007326007326
2026-05-22,dau,region,Togo,2,0.007326007326007326
2026-05-22,dau,region,Malaysia,2,0.007326007326007326
2026-05-22,dau,region,Croatia,1,0.003663003663003663
2026-05-22,dau,region,Canada,1,0.003663003663003663
2026-05-22,dau,region,Kyrgyzstan,1,0.003663003663003663
2026-05-22,dau,region,Japan,1,0.003663003663003663
2026-05-22,dau,region,Trinidad and Tobago,1,0.003663003663003663
2026-05-22,dau,region,Bolivia,1,0.003663003663003663
2026-05-22,dau,region,Peru,1,0.003663003663003663
2026-05-22,dau,region,Hong Kong,1,0.003663003663003663
2026-05-22,dau,region,Italy,1,0.003663003663003663
2026-05-22,dau,region,Romania,1,0.003663003663003663
2026-05-22,dau,region,Switzerland,1,0.003663003663003663
2026-05-22,dau,region,Tunisia,1,0.003663003663003663
2026-05-22,dau,region,Israel,1,0.003663003663003663
2026-05-22,dau,region,Senegal,1,0.003663003663003663
2026-05-22,dau,region,Portugal,1,0.003663003663003663
